C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\center_2024_11_12_00_18_52_040.jpg,C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\left_2024_11_12_00_18_52_040.jpg,C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\right_2024_11_12_00_18_52_040.jpg,0,0,0,2.182982E-06
C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\center_2024_11_12_00_18_52_120.jpg,C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\left_2024_11_12_00_18_52_120.jpg,C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\right_2024_11_12_00_18_52_120.jpg,0,0,0,1.563146E-05
C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\center_2024_11_12_00_18_52_203.jpg,C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\left_2024_11_12_00_18_52_203.jpg,C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\right_2024_11_12_00_18_52_203.jpg,0,0,0,3.150761E-05
C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\center_2024_11_12_00_18_52_282.jpg,C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\left_2024_11_12_00_18_52_282.jpg,C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\right_2024_11_12_00_18_52_282.jpg,0,0,0,6.05936E-06
C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\center_2024_11_12_00_18_52_365.jpg,C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\left_2024_11_12_00_18_52_365.jpg,C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\right_2024_11_12_00_18_52_365.jpg,0,0,0,2.029096E-05
C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\center_2024_11_12_00_18_52_445.jpg,C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\left_2024_11_12_00_18_52_445.jpg,C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\right_2024_11_12_00_18_52_445.jpg,0,0,0,9.188068E-06
C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\center_2024_11_12_00_18_52_523.jpg,C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\left_2024_11_12_00_18_52_523.jpg,C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\right_2024_11_12_00_18_52_523.jpg,0,0,0,3.386157E-05
C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\center_2024_11_12_00_18_52_601.jpg,C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\left_2024_11_12_00_18_52_601.jpg,C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\right_2024_11_12_00_18_52_601.jpg,0,0,0,1.004869E-05
C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\center_2024_11_12_00_18_52_679.jpg,C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\left_2024_11_12_00_18_52_679.jpg,C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\right_2024_11_12_00_18_52_679.jpg,-0.005882353,0,0,6.320467E-06
C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\center_2024_11_12_00_18_52_758.jpg,C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\left_2024_11_12_00_18_52_758.jpg,C:\Users\KIIT\Downloads\MAJOR PROJECT\IMG\right_2024_11_12_00_18_52_758.jpg,0,0,0,5.301785E-06
